2025-10-24  17:33:21.835 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:28:58.849 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:28:55.431 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:28:53.263 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:28:49.954 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:28:47.469 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:28:44.668 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:28:39.796 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:28:37.525 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:28:31.755 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:28:29.433 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:28:26.201 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:28:22.203 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:28:19.996 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:28:16.667 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:28:04.367 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:28:01.092 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:27:56.693 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:27:48.143 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:27:43.204 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:27:38.344 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:27:34.209 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:27:29.280 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | output_reserve: reallocating output buffer from size 0.12 MiB to 61.11 MiB\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | time=2025-10-24T08:27:20.095Z level=INFO source=server.go:1310 msg="llama runner started in 1.54 seconds"\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | time=2025-10-24T08:27:20.094Z level=INFO source=server.go:1272 msg="waiting for llama runner to start responding"\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | time=2025-10-24T08:27:20.094Z level=INFO source=sched.go:482 msg="loaded runners" count=1\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | time=2025-10-24T08:27:20.094Z level=INFO source=server.go:1310 msg="llama runner started in 1.54 seconds"\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | llama_context: graph splits = 1\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | llama_context: graph nodes  = 371\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | llama_context:        CPU compute buffer size =    23.51 MiB\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | llama_context:        CPU  output buffer size =     0.12 MiB\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | llama_context: freq_scale    = 1\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | llama_context: freq_base     = 1000.0\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | llama_context: kv_unified    = false\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | llama_context: flash_attn    = disabled\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | llama_context: causal_attn   = 0\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | llama_context: n_ubatch      = 512\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | llama_context: n_batch       = 512\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | llama_context: n_ctx_per_seq = 2048\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | llama_context: n_ctx         = 2048\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | llama_context: n_seq_max     = 1\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | llama_context: constructing llama_context\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | llama_init_from_model: model default pooling_type is [1], but [-1] was specified\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | load_tensors:          CPU model buffer size =   260.86 MiB\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | load_tensors: loading model tensors, this can take a while... (mmap = false)\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | print_info: max token length = 21\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | print_info: EOG token        = 102 '[SEP]'\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | print_info: LF token         = 0 '[PAD]'\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | print_info: MASK token       = 103 '[MASK]'\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | print_info: PAD token        = 0 '[PAD]'\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | print_info: SEP token        = 102 '[SEP]'\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | print_info: UNK token        = 100 '[UNK]'\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | print_info: EOS token        = 102 '[SEP]'\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | print_info: BOS token        = 101 '[CLS]'\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | print_info: n_merges         = 0\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | print_info: n_vocab          = 30522\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | print_info: vocab type       = WPM\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | print_info: general.name     = nomic-embed-text-v1.5\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | print_info: model params     = 136.73 M\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | print_info: model type       = 137M\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | print_info: rope_finetuned   = unknown\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | print_info: n_ctx_orig_yarn  = 2048\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | print_info: freq_scale_train = 1\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | print_info: freq_base_train  = 1000.0\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | print_info: rope scaling     = linear\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | print_info: rope type        = 2\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | print_info: pooling type     = 1\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | print_info: causal attn      = 0\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | print_info: n_expert_used    = 0\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | print_info: n_expert         = 0\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | print_info: n_ff             = 3072\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | print_info: f_attn_scale     = 0.0e+00\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | print_info: f_logit_scale    = 0.0e+00\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | print_info: f_max_alibi_bias = 0.0e+00\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | print_info: f_clamp_kqv      = 0.0e+00\n
2025-10-24  17:27:23.338 | info | hsrsrueexf22yz | print_info: f_norm_rms_eps   = 0.0e+00\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | print_info: f_norm_eps       = 1.0e-12\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | print_info: n_embd_v_gqa     = 768\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | print_info: n_embd_k_gqa     = 768\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | print_info: n_gqa            = 1\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | print_info: n_embd_head_v    = 64\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | print_info: n_embd_head_k    = 64\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | print_info: is_swa_any       = 0\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | print_info: n_swa            = 0\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | print_info: n_rot            = 64\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | print_info: n_head_kv        = 12\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | print_info: n_head           = 12\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | print_info: n_layer          = 12\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | print_info: n_embd           = 768\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | print_info: n_ctx_train      = 2048\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | print_info: vocab_only       = 0\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | print_info: arch             = nomic-bert\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | load: token to piece cache size = 0.2032 MB\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | load: special tokens cache size = 5\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | load:   - 102 ('[SEP]')\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | load: printing all EOG tokens:\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | load: special_eos_id is not in special_eog_ids - the tokenizer config may be incorrect\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | print_info: file size   = 260.86 MiB (16.00 BPW) \n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | print_info: file type   = F16\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | print_info: file format = GGUF V3 (latest)\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | llama_model_loader: - type  f16:   61 tensors\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | llama_model_loader: - type  f32:   51 tensors\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | llama_model_loader: - kv  23:               tokenizer.ggml.mask_token_id u32              = 103\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | llama_model_loader: - kv  22:                tokenizer.ggml.cls_token_id u32              = 101\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | llama_model_loader: - kv  21:            tokenizer.ggml.padding_token_id u32              = 0\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | llama_model_loader: - kv  20:          tokenizer.ggml.seperator_token_id u32              = 102\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | llama_model_loader: - kv  19:            tokenizer.ggml.unknown_token_id u32              = 100\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | llama_model_loader: - kv  18:                  tokenizer.ggml.token_type arr[i32,30522]   = [3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ...\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | llama_model_loader: - kv  17:                      tokenizer.ggml.scores arr[f32,30522]   = [-1000.000000, -1000.000000, -1000.00...\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | llama_model_loader: - kv  16:                      tokenizer.ggml.tokens arr[str,30522]   = ["[PAD]", "[unused0]", "[unused1]", "...\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | llama_model_loader: - kv  15:                       tokenizer.ggml.model str              = bert\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | llama_model_loader: - kv  14:                tokenizer.ggml.eos_token_id u32              = 102\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | llama_model_loader: - kv  13:                tokenizer.ggml.bos_token_id u32              = 101\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | llama_model_loader: - kv  12:            tokenizer.ggml.token_type_count u32              = 2\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | llama_model_loader: - kv  11:                  nomic-bert.rope.freq_base f32              = 1000.000000\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | llama_model_loader: - kv  10:                    nomic-bert.pooling_type u32              = 1\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | llama_model_loader: - kv   9:                nomic-bert.attention.causal bool             = false\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | llama_model_loader: - kv   8:                          general.file_type u32              = 1\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | llama_model_loader: - kv   7:    nomic-bert.attention.layer_norm_epsilon f32              = 0.000000\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | llama_model_loader: - kv   6:            nomic-bert.attention.head_count u32              = 12\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | llama_model_loader: - kv   5:             nomic-bert.feed_forward_length u32              = 3072\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | llama_model_loader: - kv   4:                nomic-bert.embedding_length u32              = 768\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | llama_model_loader: - kv   3:                  nomic-bert.context_length u32              = 2048\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | llama_model_loader: - kv   2:                     nomic-bert.block_count u32              = 12\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | llama_model_loader: - kv   1:                               general.name str              = nomic-embed-text-v1.5\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | llama_model_loader: - kv   0:                       general.architecture str              = nomic-bert\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | llama_model_loader: Dumping metadata keys/values. Note: KV overrides do not apply in this output.\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | llama_model_loader: loaded meta data with 24 key-value pairs and 112 tensors from /runpod-volume/ollama_models/blobs/sha256-970aa74c0a90ef7482477cf803618e776e173c007bf957f635f1015bfcfef0e6 (version GGUF V3 (latest))\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | time=2025-10-24T08:27:18.586Z level=INFO source=server.go:1306 msg="waiting for server to become available" status="llm server loading model"\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | time=2025-10-24T08:27:18.586Z level=INFO source=server.go:1272 msg="waiting for llama runner to start responding"\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | time=2025-10-24T08:27:18.586Z level=INFO source=runner.go:828 msg=load request="{Operation:commit LoraPath:[] Parallel:1 BatchSize:512 FlashAttention:false KvSize:2048 KvCacheType: NumThreads:252 GPULayers:[] MultiUserCache:false ProjectorPath: MainGPU:0 UseMmap:false}"\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | time=2025-10-24T08:27:18.580Z level=INFO source=runner.go:929 msg="Server listening on 127.0.0.1:35231"\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | time=2025-10-24T08:27:18.579Z level=INFO source=ggml.go:104 msg=system CPU.0.LLAMAFILE=1 compiler=cgo(gcc)\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | time=2025-10-24T08:27:18.577Z level=INFO source=runner.go:893 msg="starting go runner"\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | time=2025-10-24T08:27:18.563Z level=INFO source=server.go:545 msg=offload library=cpu layers.requested=-1 layers.model=13 layers.offload=0 layers.split=[] memory.available="[1763.9 GiB]" memory.gpu_overhead="0 B" memory.required.full="297.4 MiB" memory.required.partial="0 B" memory.required.kv="6.0 MiB" memory.required.allocations="[297.4 MiB]" memory.weights.total="260.9 MiB" memory.weights.repeating="216.1 MiB" memory.weights.nonrepeating="44.7 MiB" memory.graph.full="12.0 MiB" memory.graph.partial="12.0 MiB"\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | time=2025-10-24T08:27:18.563Z level=INFO source=memory.go:36 msg="new model will fit in available VRAM across minimum required GPUs, loading" model=/runpod-volume/ollama_models/blobs/sha256-970aa74c0a90ef7482477cf803618e776e173c007bf957f635f1015bfcfef0e6 library=cpu parallel=1 required="0 B" gpus=1\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | time=2025-10-24T08:27:18.563Z level=INFO source=server.go:505 msg="system memory" total="1889.8 GiB" free="1763.9 GiB" free_swap="0 B"\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | time=2025-10-24T08:27:18.553Z level=INFO source=server.go:400 msg="starting runner" cmd="/usr/local/bin/ollama runner --model /runpod-volume/ollama_models/blobs/sha256-970aa74c0a90ef7482477cf803618e776e173c007bf957f635f1015bfcfef0e6 --port 35231"\n
2025-10-24  17:27:23.337 | warning | hsrsrueexf22yz | time=2025-10-24T08:27:18.552Z level=WARN source=server.go:209 msg="flash attention enabled but not supported by model"\n
2025-10-24  17:27:23.337 | warning | hsrsrueexf22yz | time=2025-10-24T08:27:18.540Z level=WARN source=server.go:174 msg="requested context size too large for model" num_ctx=8192 n_ctx_train=2048\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | llama_model_load: vocab only - skipping tensors\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | print_info: max token length = 21\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | print_info: EOG token        = 102 '[SEP]'\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | print_info: LF token         = 0 '[PAD]'\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | print_info: MASK token       = 103 '[MASK]'\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | print_info: PAD token        = 0 '[PAD]'\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | print_info: SEP token        = 102 '[SEP]'\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | print_info: UNK token        = 100 '[UNK]'\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | print_info: EOS token        = 102 '[SEP]'\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | print_info: BOS token        = 101 '[CLS]'\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | print_info: n_merges         = 0\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | print_info: n_vocab          = 30522\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | print_info: vocab type       = WPM\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | print_info: general.name     = nomic-embed-text-v1.5\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | print_info: model params     = 136.73 M\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | print_info: model type       = ?B\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | print_info: vocab_only       = 1\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | print_info: arch             = nomic-bert\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | load: token to piece cache size = 0.2032 MB\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | load: special tokens cache size = 5\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | load:   - 102 ('[SEP]')\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | load: printing all EOG tokens:\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | load: special_eos_id is not in special_eog_ids - the tokenizer config may be incorrect\n
